HIP,n_HD,HD,DM,GC,HR,RAJ2000,DEJ2000,Vmag_viz,Fl,Bayer,Cst,SimbadName,RAhms,DEdms,Vmag_hip,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA_icrs,_DE_icrs,distance,x,y,z
53252, ,94388,BD-19  3125 ,14971.0,4251.0,163.37283333333332,-20.13813888888889,5.23,,b03,Hya,HD  94388,10 53 29.48,-20 08 17.3,5.23,163.37284019,-20.13815014,31.91,80.53,-239.09,0.75,0.48, ,163.37304867,-20.13873126,31.338138514572233,10.338111918742248,-3.087263193105087,29.42229041884016
53253, ,94510,CP-58  2834 ,14980.0,4257.0,163.3732083333333,-58.85327777777777,3.78,,u,Car,HD  94510,10 53 29.57,-58 51 11.8,3.78,163.3731926,-58.85326474,33.71,79.75,38.65,0.57,0.945, ,163.37356736,-58.8531708,29.664787896766533,24.32695721345948,-7.264568944258267,15.343559943793235
53261, ,94247,BD+55  1418 ,14962.0,4246.0,163.3938333333333,54.58513888888888,5.12,44.0, ,UMa,HD  94247,10 53 34.52,+54 35 06.5,5.12,163.39382839,54.58515228,4.82,-66.85,-9.83,0.62,1.355, ,163.393548,54.58512839,207.46887966804977,-162.03035033941936,48.32233488856067,120.22667570268477
53273, ,94402,BD-01  2460 ,14975.0,4253.0,163.4323333333333,-2.12925,5.45,,p01,Leo,HD  94402,10 53 43.76,-02 07 45.3,5.45,163.43233719,-2.12924149,10.45,-83.35,15.0,0.81,0.966, ,163.43213446,-2.12920503,95.69377990430623,3.4077872256579926,-1.0138118455787508,95.62770876759627
53295, ,94334,BD+43  2058 ,14974.0,4248.0,163.49462499999998,43.19002777777777,4.66,45.0,ome,UMa,HD  94334,10 53 58.71,+43 11 24.1,4.66,163.49460834,43.19001538,12.22,44.78,-24.43,0.69,-0.039, ,163.49475762,43.189956,81.83306055646482,-53.70027621308602,15.91222637054915,59.663482856842215
53355, ,94480,BD+26  2147 ,14999.0,4254.0,163.67583333333332,25.490722222222217,6.19,48.0, ,LMi,HD  94480,10 54 42.20,+25 29 26.6,6.19,163.67584742,25.49072336,8.04,-54.26,-0.42,0.8,0.291, ,163.67570132,25.49072234,124.37810945273634,-51.37009457796579,15.045189847867364,112.27052042512913
53377, ,94497,BD+34  2178 ,15006.0,4256.0,163.7425833333333,34.03491666666666,5.73,47.0, ,LMi,HD  94497,10 54 58.22,+34 02 05.7,5.73,163.74258356,34.03490757,10.69,-57.68,-45.2,0.77,1.032, ,163.74241439,34.03479771,93.54536950420955,-50.263585435484245,14.657558537595987,77.52073343671239
53394, ,94776,CP-59  2840 ,15026.0,4271.0,163.82191666666665,-60.51719444444444,5.93,,T,Car,HD  94776,10 55 17.26,-60 31 01.9,5.93,163.82192922,-60.51720824,10.66,-36.09,84.3,0.58,1.065, ,163.82175099,-60.51700334,93.80863039399625,78.42699701373421,-22.752620647570676,46.16907546694934
53417, ,94601,BD+25  2314A,15016.0,4259.0,163.90354166666663,24.749749999999995,4.3,54.0, ,Leo,HD  94601,10 55 36.85,+24 44 59.1,4.3,163.90353339,24.74975451,11.29,-78.41,-14.89,0.78,0.016, ,163.90332353,24.74971832,88.57395925597875,-35.628247756206605,10.281179555467878,80.43799827849007
53423, ,94672,BD+01  2501 ,15022.0,4265.0,163.92641666666665,0.7369444444444443,5.91,55.0, ,Leo,HD  94672,10 55 42.34,+00 44 13.0,5.91,163.92640433,0.73693069,22.85,103.0,-3.41,1.13,0.425, ,163.9266547,0.7369224,43.76367614879649,-0.5408729402746227,0.15584483924014383,43.760056203178024
53426, ,94600,BD+34  2181 ,15018.0,4258.0,163.93524999999997,33.507,5.02,46.0, ,UMa,HD  94600,10 55 44.46,+33 30 25.2,5.02,163.93526063,33.50699574,13.33,-111.67,-27.59,0.75,1.101, ,163.93493512,33.50692868,75.01875468867217,-39.79606245817931,11.460024493862223,62.55201680572692
53449,X,94705,BD+06  2369 ,15032.0,4267.0,164.00616666666664,6.185388888888888,5.91,56.0, ,Leo,HD  94705,10 56 01.48,+06 11 07.4,5.91,164.00617929,6.18538415,10.03,-22.45,-5.48,1.02,1.256, ,164.0061244,6.18537083,99.70089730807578,-10.32653407990327,2.9598832195380145,99.12048582033265
53492, ,94747,BD+26  2152 ,15039.0,4270.0,164.1435,25.50025,6.36,50.0, ,LMi,HD  94747,10 56 34.44,+25 30 00.9,6.36,164.14351153,25.50026291,11.56,-23.0,-7.9,0.73,1.036, ,164.14344959,25.50024371,86.50519031141867,-35.82469889080152,10.175534503554244,78.0781492977718
53502, ,94890,CD-36  6808 ,15047.0,4273.0,164.17916666666665,-37.137472222222215,4.6,,iot,Ant,HD  94890,10 56 43.00,-37 08 14.9,4.6,164.17915128,-37.1374629,16.4,74.96,-124.5,0.65,1.006, ,164.17937983,-37.1377655,60.97560975609757,35.41826634358186,-10.036270238855481,48.6091007326371
53702, ,96124,CP-83   386 ,15164.0,4312.0,164.80899999999997,-84.5938611111111,6.19,,eta,Oct,HD  96124,10 59 14.16,-84 35 37.9,6.19,164.80901947,-84.59387348,9.17,-64.13,-8.02,0.51,0.1, ,164.80736504,-84.59389297,109.05125408942203,104.77262494529802,-28.448420415625012,10.274261842266323
53721, ,95128,BD+41  2147 ,15087.0,4277.0,164.8675833333333,40.4301111111111,5.03,47.0, ,UMa,HD  95128,10 59 28.22,+40 25 48.4,5.03,164.86756582,40.43012281,71.04,-315.92,55.15,0.66,0.624, ,164.86655706,40.43025685,14.076576576576576,-8.81239659969139,2.3831167480050874,10.715056175837326
53740,M,95272,BD-17  3273 ,15106.0,4287.0,164.94479166666665,-18.29911111111111,4.08,7.0,alf,Crt,HD  95272,10 59 46.75,-18 17 56.8,4.08,164.94478664,-18.29909723,18.71,-462.39,129.11,1.03,1.079, ,164.94360292,-18.29878342,53.44735435595938,16.205277999582908,-4.358931452151745,50.744540289603236
53773, ,95370,CD-41  6276 ,15118.0,4293.0,165.03854166666665,-42.22586111111111,4.37,,i,Vel,HD  95370,11 00 09.25,-42 13 33.1,4.37,165.03852431,-42.22586959,15.99,23.0,4.5,0.75,0.116, ,165.0385998,-42.22585865,62.53908692933083,40.604880286424525,-10.850775042718215,46.31027717312707
53807,M,95345,BD+04  2407 ,15125.0,4291.0,165.14016666666663,3.617527777777777,4.84,58.0,d,Leo,HD  95345,11 00 33.64,+03 37 03.1,4.84,165.14016441,3.61753351,9.54,15.66,-16.24,0.94,1.144, ,165.14020255,3.61749404,104.82180293501048,-6.392626820661848,1.6961486010803308,104.61294266390263
53824, ,95382,BD+06  2384 ,15130.0,4294.0,165.18679166666664,6.101499999999999,4.98,59.0,c,Leo,HD  95382,11 00 44.83,+06 06 05.4,4.98,165.18680144,6.10150342,21.61,-51.03,-22.24,0.78,0.166, ,165.1866767,6.10144936,46.27487274409995,-4.755090035204248,1.2575217592963874,46.01273307753672
53838, ,95310,BD+39  2400 ,15128.0,4288.0,165.21033333333332,39.21213888888888,5.06,49.0, ,UMa,HD  95310,11 00 50.48,+39 12 43.7,5.06,165.21033423,39.21213189,8.09,-80.94,-16.34,0.66,0.255, ,165.21008032,39.21209217,123.60939431396787,-75.55606291416993,19.948195783371705,95.77386493487802
53907, ,95578,BD-01  2471 ,15151.0,4299.0,165.45695833333332,-2.4845,4.73,61.0,p02,Leo,HD  95578,11 01 49.67,-02 29 04.2,4.73,165.45695372,-2.48449705,6.34,9.58,-36.11,0.78,1.593, ,165.45697703,-2.48458482,157.72870662460568,6.618324947074461,-1.7169205819783455,157.58043930666344
53910,M,95418,BD+57  1302 ,15145.0,4295.0,165.4599583333333,56.38233333333333,2.34,48.0,bet,UMa,HD  95418,11 01 50.39,+56 22 56.4,2.34,165.4599615,56.38234478,41.07,81.66,33.74,0.6,0.033, ,165.46031999,56.38242679,24.348672997321646,-19.626968229139987,5.090515641452559,13.480602559491052
53954, ,95608,BD+20  2547 ,15162.0,4300.0,165.58241666666663,20.17975,4.42,60.0,b,Leo,HD  95608,11 02 19.78,+20 10 47.1,4.42,165.58242155,20.17974575,26.37,-9.6,39.57,0.86,0.053, ,165.58239669,20.17984193,37.92188092529389,-12.66979092242733,3.2571942501688174,35.5940463632728
54049, ,95849,BD+00  2729 ,15195.0,4306.0,165.90262499999997,-0.0008333333333333332,5.95,62.0,p03,Leo,HD  95849,11 03 36.63,-00 00 03.0,5.95,165.9026141,-0.00083195,5.85,-60.23,-0.41,0.78,1.218, ,165.90246771,-0.00083295,170.94017094017096,0.002411346833464691,-0.0006055710154662422,170.94017092209063
54061,M,95689,BD+62  1161 ,15185.0,4301.0,165.93266666666665,61.7511111111111,1.81,50.0,alf,UMa,HD  95689,11 03 43.84,+61 45 04.0,1.81,165.93265365,61.75111888,26.38,-136.46,-35.25,0.53,1.061, ,165.93195289,61.7510332,37.90750568612585,-32.39129610701165,8.116501255396022,17.941720408665123
54136, ,95934,BD+39  2414 ,15215.0,4309.0,166.1303333333333,38.241361111111104,6.01,51.0, ,UMa,HD  95934,11 04 31.28,+38 14 28.9,6.01,166.13033202,38.2413615,12.41,-72.1,1.36,0.71,0.165, ,166.1301089,38.24136481,80.58017727639,-48.42291624221204,11.95625788665987,63.288498558915435
54182, ,96097,BD+08  2455 ,15235.0,4310.0,166.25512499999996,7.33611111111111,4.62,63.0,chi,Leo,HD  96097,11 05 01.23,+07 20 10.0,4.62,166.25512463,7.33612254,34.54,-344.41,-47.4,0.87,0.332, ,166.25428061,7.33600733,28.951939779965258,-3.590999517566346,0.8783715577773897,28.714943895018507
54196, ,96094,BD+25  2335 ,15239.0,,166.31441666666663,25.201888888888885,7.8,51.0, ,LMi,HD  96094,11 05 15.73,+25 12 07.4,7.6,166.31555535,25.20205348,16.68,-400.5,-62.33,1.0,0.594, ,166.31447951,25.20190198,59.95203836930455,-24.803347657394117,6.039792956749563,54.245384602384426
54204, ,96202,CD-26  8338 ,15248.0,4314.0,166.3334583333333,-27.29358333333333,4.92,,chi01,Hya,HD  96202,11 05 20.03,-27 17 36.9,4.92,166.33346925,-27.29359566,22.98,-190.74,-6.87,0.74,0.369, ,166.33294757,-27.29361236,43.51610095735422,19.3893483365583,-4.714619919422754,38.671392173409416
54255, ,96314,CD-26  8342 ,15260.0,4317.0,166.48979166666663,-27.28780555555555,5.69,,chi02,Hya,HD  96314,11 05 57.55,-27 17 16.1,5.69,166.48978075,-27.28781183,4.08,34.44,-17.1,0.68,-0.067, ,166.48987494,-27.28785339,245.09803921568627,109.25834395437266,-26.25119697328095,217.82226185858985
54301,X,96566,CP-61  2067 ,15288.0,4325.0,166.63529166666663,-62.42413888888888,4.62,,z,Car,HD  96566,11 06 32.47,-62 25 26.9,4.62,166.6353096,-62.42413654,8.82,-36.83,9.57,0.51,0.988, ,166.63511623,-62.42411328,113.37868480725623,97.77705549525226,-23.230145159679562,52.485559377430015
54336, ,96436,BD+02  2387 ,15282.0,4319.0,166.72679166666666,1.955722222222222,5.52,65.0,p04,Leo,HD  96436,11 06 54.43,+01 57 20.6,5.52,166.72679525,1.95573365,16.05,-383.06,-85.67,0.92,0.955, ,166.72586366,1.95552542,62.30529595015576,-2.0695017194706518,0.4881878087840066,62.26900303307383
54347, ,96418,BD+26  2176 ,15284.0,,166.77045833333332,25.537166666666664,6.86,52.0, ,LMi,HD  96418,11 07 04.91,+25 32 13.8,6.86,166.77044383,25.53716248,18.0,-57.8,-14.38,0.88,0.513, ,166.77028813,25.53712753,55.55555555555556,-23.31420230145828,5.48098040049329,50.12810167942235
54388, ,96528,BD+24  2318 ,15302.0,4322.0,166.91549999999998,23.32375,6.48,64.0, ,Leo,HD  96528,11 07 39.72,+23 19 25.5,6.48,166.91548362,23.32373831,13.23,-17.17,9.83,0.93,0.164, ,166.91543817,23.3237622,75.58578987150416,-29.149421414108296,6.77497066448605,69.40909619219414
54461,X,96919,CP-61  2075 ,15331.0,4338.0,167.1417083333333,-61.94716666666666,5.11,,z02,Car,HD  96919,11 08 34.01,-61 56 49.8,5.11,167.14169012,-61.94717969,0.59,-5.82,2.03,0.55,0.195,P,167.14166004,-61.94717476,1694.9152542372883,1458.2777907314596,-332.87315215397854,797.0941404129752
54463, ,96918,CP-58  3189 ,15329.0,4337.0,167.14749999999998,-58.97505555555555,3.93,,x,Car,HD  96918,11 08 35.40,-58 58 30.2,3.93,167.14748181,-58.97504198,0.55,-5.03,2.09,0.54,1.225, ,167.14745809,-58.9750369,1818.181818181818,1519.0419826773157,-346.5819169912266,937.1112813563805
54487, ,96738,BD+25  2344 ,15319.0,4332.0,167.20449999999997,24.65844444444444,5.7,67.0, ,Leo,HD  96738,11 08 49.08,+24 39 30.4,5.7,167.20451678,24.6584498,7.99,10.25,6.08,0.76,0.081, ,167.20454419,24.65846458,125.15644555694617,-50.91957561090777,11.564438175090753,113.74355565810478
54539, ,96833,BD+45  1897 ,15340.0,4335.0,167.41608333333332,44.49855555555555,3.0,52.0,psi,UMa,HD  96833,11 09 39.86,+44 29 54.8,3.0,167.41608092,44.49855337,22.21,-62.35,-27.38,0.68,1.144, ,167.41586845,44.49848682,45.02476361999099,-30.799389593553794,6.875402222613062,32.11472845872812
54682, ,97277,BD-22  3095 ,15385.0,4343.0,167.91454166666665,-22.825611111111108,4.46,11.0,bet,Crt,HD  97277,11 11 39.49,-22 49 32.2,4.46,167.91452617,-22.82560642,12.26,4.73,-99.06,0.75,0.025, ,167.91453864,-22.82584719,81.56606851549755,30.940436283364555,-6.6248416579875435,75.17861669834376
54742,X,97411,BD-17  3321 ,15405.0,4347.0,168.12658333333331,-18.499805555555557,6.11,,psi,Crt,HD  97411,11 12 30.38,-18 29 59.3,6.11,168.12660137,-18.49980038,6.81,-19.65,-25.54,1.09,-0.004, ,168.12655101,-18.49986246,146.84287812041117,45.59656850989051,-9.58661146518815,139.25473304496444
54751, ,97534,CP-59  3190 ,15415.0,4352.0,168.1500833333333,-60.31763888888888,4.59,,y,Car,HD  97534,11 12 36.02,-60 19 03.5,4.59,168.15008453,-60.3176307,0.26,-6.23,2.33,0.55,0.541, ,168.15005395,-60.31762504,3846.1538461538457,3270.2662480559834,-686.1681901778073,1904.5816574507844
54849, ,97585,BD+00  2761 ,15430.0,4356.0,168.43991666666665,-0.0694999999999999,5.4,69.0,p05,Leo,HD  97585,11 13 45.58,-00 04 10.2,5.4,168.43991709,-0.06950857,6.84,-48.14,2.73,0.75,-0.02, ,168.43980008,-0.06950193,146.19883040935673,0.17374237941892873,-0.035538064031389156,146.19872285247723
54872,M,97603,BD+21  2298 ,15438.0,4357.0,168.52670833333332,20.52402777777777,2.56,68.0,del,Leo,HD  97603,11 14 06.41,+20 31 26.5,2.56,168.52671705,20.52403384,56.52,143.31,-130.43,0.83,0.128, ,168.52708898,20.52371682,17.692852087756545,-6.079163143908024,1.2338689092531494,16.56980259338535
54879,M,97633,BD+16  2234 ,15441.0,4359.0,168.56016666666665,15.42975,3.33,70.0,the,Leo,HD  97633,11 14 14.44,+15 25 47.1,3.33,168.56017036,15.4297631,18.36,-59.01,-79.37,0.77,-0.003, ,168.56002157,15.42957019,54.46623093681918,-14.203217051913047,2.8741482212132374,52.50312571496732
54951, ,97778,BD+23  2322 ,15460.0,4362.0,168.801,23.09552777777777,4.56,72.0, ,Leo,HD  97778,11 15 12.24,+23 05 43.9,4.56,168.80101292,23.09552528,0.49,-22.24,-9.48,1.3,1.657, ,168.80095415,23.09550224,2040.8163265306123,-785.2979926815017,155.47894641947425,1877.249221212942
55016, ,97907,BD+14  2367 ,15487.0,4365.0,168.96624999999997,13.307583333333332,5.31,73.0,n,Leo,HD  97907,11 15 51.90,+13 18 27.3,5.31,168.9662367,13.30759308,6.82,5.07,-6.16,0.81,1.189, ,168.96624936,13.30757811,146.6275659824047,-33.12662771960941,6.459416933305945,142.69038360987247
55084, ,98058,BD-02  3315 ,15511.0,4368.0,169.16566666666665,-3.6515277777777775,4.45,74.0,phi,Leo,HD  98058,11 16 39.76,-03 39 05.5,4.45,169.16568371,-3.65151412,16.69,-108.15,-35.76,0.89,0.21, ,169.16542031,-3.65160104,59.916117435590174,3.747920666558551,-0.7172819618573882,59.794479058018474
55137, ,98118,BD+02  2409 ,15520.0,4371.0,169.32237499999997,2.0109166666666662,5.18,75.0, ,Leo,HD  98118,11 17 17.37,+02 00 39.3,5.18,169.32236746,2.01090315,7.99,55.1,-142.89,0.8,1.511, ,169.32250147,2.01055585,125.15644555694617,-4.31568685156457,0.8137121021774166,125.0793691384108
55219,M,98262,BD+33  2098 ,15547.0,4377.0,169.6198333333333,33.094249999999995,3.49,54.0,nu.,UMa,HD  98262,11 18 28.76,+33 05 39.3,3.49,169.61981385,33.09423881,7.74,-26.61,27.51,0.79,1.4, ,169.61973665,33.09430567,129.19896640826872,-69.39040108068036,12.71069427921909,108.2394725124226
55249, ,98366,BD+02  2411 ,15556.0,4381.0,169.7290833333333,1.6505277777777776,5.9,76.0, ,Leo,HD  98366,11 18 54.98,+01 39 01.9,5.9,169.72908955,1.65053072,10.48,-38.19,-55.95,0.9,1.04, ,169.72899669,1.65039473,95.41984732824427,-2.704351975214428,0.4900461140771973,95.3802579119268
55266, ,98353,BD+38  2225 ,15558.0,4380.0,169.7830833333333,38.18572222222222,4.76,55.0, ,UMa,HD  98353,11 19 07.94,+38 11 08.6,4.76,169.78309755,38.18572227,17.82,-57.15,-68.1,0.75,0.113, ,169.78292083,38.18555675,56.116722783389456,-34.14195972239768,6.153515527509637,44.10835985291965
55282,M,98430,BD-13  3345 ,15567.0,4382.0,169.83549999999997,-14.779055555555551,3.56,12.0,del,Crt,HD  98430,11 19 20.52,-14 46 44.6,3.56,169.83551103,-14.77904358,16.75,-124.47,206.61,0.82,1.112, ,169.83519815,-14.7785414,59.70149253731343,14.99036899380506,-2.6876055653437496,57.7263702733646
55425, ,98718,CP-53  4498 ,15601.0,4390.0,170.2518333333333,-54.491027777777774,3.9,,pi.,Cen,HD  98718,11 21 00.44,-54 29 27.7,3.9,170.25184266,-54.49101395,10.15,-35.32,-2.2,0.53,-0.157, ,170.25169486,-54.4910193,98.52216748768473,79.04150355273495,-13.57921052634828,57.224673385485595
55434, ,98664,BD+06  2437 ,15600.0,4386.0,170.28437499999998,6.02936111111111,4.05,77.0,sig,Leo,HD  98664,11 21 08.25,+06 01 45.7,4.05,170.28436733,6.02935289,15.24,-91.76,-12.83,0.81,-0.058, ,170.28414306,6.02932171,65.61679790026247,-6.793410751652484,1.1631257998033346,65.2538188569608
55533, ,98824,BD+18  2481 ,15618.0,,170.6207083333333,17.436944444444443,7.31,71.0, ,Leo,HD  98824,11 22 29.02,+17 26 13.4,7.03,170.62091024,17.43705155,4.22,-117.34,-18.13,1.07,1.064, ,170.6206113,17.43700748,236.96682464454977,-70.05923298561142,11.57221698529318,226.0775611369556
55560, ,98839,BD+44  2083 ,15625.0,4392.0,170.7067083333333,43.48275,4.99,56.0, ,UMa,HD  98839,11 22 49.61,+43 28 57.9,4.99,170.70672415,43.48273665,6.63,-36.87,-13.85,0.63,0.998, ,170.70660064,43.48270299,150.82956259426848,-102.42897666849714,16.76107419143541,109.43915242257691
55598, ,98991,BD-17  3367 ,15644.0,4395.0,170.8419583333333,-18.779888888888888,5.08,13.0,lam,Crt,HD  98991,11 23 22.07,-18 46 47.6,5.08,170.84196837,-18.77990277,22.8,-305.91,-29.06,0.84,0.439, ,170.84118303,-18.7799734,43.859649122807014,13.939900807834784,-2.2472963746269463,41.52466310095799
55642, ,99028,BD+11  2348 ,15652.0,4399.0,170.9807083333333,10.529694444444443,4.0,78.0,iot,Leo,HD  99028,11 23 55.37,+10 31 46.9,4.0,170.98070334,10.52969772,41.26,140.75,-77.8,1.16,0.423, ,170.9810513,10.52950862,24.23654871546292,-4.374347003147151,0.6943383861860146,23.828413210672117
55650, ,99055,BD+02  2418 ,15656.0,4400.0,171.00974999999997,1.4077499999999998,5.39,79.0, ,Leo,HD  99055,11 24 02.34,+01 24 27.9,5.39,171.00973642,1.40776375,8.93,-16.47,0.7,0.83,0.938, ,171.00969638,1.40776545,111.98208286674132,-2.717311169381826,0.42990581807020806,111.94828397152885
55687, ,99167,BD-10  3260 ,15665.0,4402.0,171.15254166666665,-10.859388888888889,4.81,14.0,eps,Crt,HD  99167,11 24 36.61,-10 51 33.8,4.81,171.15252245,-10.85938276,8.95,-24.14,24.46,0.74,1.556, ,171.15246271,-10.85932331,111.73184357541899,20.79974103393019,-3.2376137055099377,109.7310051862154
55705, ,99211,BD-16  3244 ,15669.0,4405.0,171.22074999999998,-17.684027777777775,4.06,15.0,gam,Crt,HD  99211,11 24 52.98,-17 41 02.5,4.06,171.22076335,-17.68401748,38.9,-97.01,3.22,0.82,0.216, ,171.22051587,-17.68400965,25.706940874035993,7.717440958690724,-1.1918612446571586,24.492190202670514
55765, ,99285,BD+17  2356 ,15677.0,4408.0,171.40191666666664,16.456555555555553,5.58,81.0, ,Leo,HD  99285,11 25 36.46,+16 27 23.6,5.58,171.4019142,16.45655059,21.15,-141.15,-4.89,0.8,0.39, ,171.40155647,16.4565387,47.28132387706856,-13.243710227922818,2.002469697499605,45.34443562420489
55791, ,99329,BD+04  2463 ,15688.0,4410.0,171.45874999999998,3.860194444444444,6.35,80.0, ,Leo,HD  99329,11 25 50.10,+03 51 36.7,6.35,171.45876249,3.86019417,16.28,-83.06,-34.72,0.85,0.345, ,171.45856015,3.86010978,61.425061425061415,-4.0894034477966805,0.614175683300441,61.2857058272462
55846, ,99491,BD+03  2502 ,15705.0,4414.0,171.69062499999998,3.012666666666666,6.49,83.0, ,Leo,HD  99491,11 26 45.75,+03 00 45.6,6.49,171.69060734,3.01265989,56.59,-726.28,181.91,1.4,0.778,D,171.68883963,3.01310203,17.670966601873122,-0.9189785241627592,0.13421803939544463,17.646544268908396
55874, ,99564,BD-11  3098 ,15714.0,4416.0,171.78991666666664,-12.356805555555551,5.93,16.0,kap,Crt,HD  99564,11 27 09.58,-12 21 24.5,5.93,171.78989699,-12.3568071,14.91,-98.3,23.82,0.77,0.49, ,171.7896524,-12.3567492,67.0690811535882,14.20561478832205,-2.0496123496221674,65.5153512124348
55945, ,99648,BD+03  2504 ,15729.0,4418.0,171.98429166666665,2.856277777777777,4.95,84.0,tau,Leo,HD  99648,11 27 56.23,+02 51 22.6,4.95,171.98429124,2.85629071,5.25,17.32,-10.41,0.84,1.0, ,171.98433339,2.85626541,190.47619047619045,-9.398848145516562,1.3235497696313383,190.23955689568567
56034, ,99787,BD+40  2433 ,15751.0,4422.0,172.2673333333333,39.33694444444444,5.3,57.0, ,UMa,HD  99787,11 29 04.16,+39 20 13.0,5.3,172.26734378,39.33694235,15.59,-53.83,13.22,0.67,0.019, ,172.26717462,39.33697448,64.14368184733804,-40.2896486976173,5.470766724894912,49.610753271814886
56080, ,99902,BD+16  2266 ,15765.0,4426.0,172.42441666666664,15.413388888888887,5.74,85.0, ,Leo,HD  99902,11 29 41.86,+15 24 48.2,5.74,172.42442712,15.4133855,7.49,-28.06,-47.74,0.84,1.371, ,172.42435637,15.41326947,133.5113484646195,-35.17511482857302,4.678106447211933,128.70938887939104
56127, ,99998,BD-02  3360 ,15779.0,4432.0,172.57866666666663,-3.003472222222222,4.77,87.0,e,Leo,HD  99998,11 30 18.88,-03 00 12.5,4.77,172.57867422,-3.00345887,5.4,19.78,-17.14,0.99,1.529, ,172.57872236,-3.00350053,185.18518518518516,9.621769774237018,-1.2532928547526438,184.93080764302937
56146, ,100006,BD+19  2459 ,15784.0,4433.0,172.62116666666665,18.40975,5.54,86.0, ,Leo,HD 100006,11 30 29.08,+18 24 35.1,5.54,172.6211703,18.40973855,10.03,-81.49,25.91,0.89,1.056, ,172.62096155,18.40980153,99.70089730807578,-31.225839775971547,4.043798777293084,94.59843310419888
56148, ,99984,BD+43  2122 ,15782.0,4431.0,172.62987499999997,43.17305555555555,5.94,58.0, ,UMa,HD  99984,11 30 31.17,+43 10 23.0,5.94,172.62987804,43.17304329,17.82,-49.2,81.81,0.72,0.524, ,172.62971407,43.17324213,56.116722783389456,-38.07808356932041,4.925291477964325,40.92539103652798
56211,M,100029,BD+70   665 ,15799.0,4434.0,172.85120833333332,69.3311111111111,3.82,1.0,lam,Dra,HD 100029,11 31 24.29,+69 19 52.0,3.82,172.85120199,69.33112161,9.76,-41.14,-18.79,0.54,1.613, ,172.8509187,69.33107594,102.45901639344262,-95.11910811192,11.92997771512519,36.16463664992688
56242, ,100180,BD+15  2345 ,15811.0,4437.0,172.9380833333333,14.36497222222222,6.27,88.0, ,Leo,HD 100180,11 31 45.14,+14 21 53.9,6.27,172.93809402,14.3649637,43.42,-327.88,-188.71,1.1,0.57, ,172.93727137,14.36450503,23.030861354214647,-5.670557277331206,0.7024779835521499,22.31080185838663
56243, ,100261,CP-58  3692 ,15818.0,4441.0,172.9419583333333,-59.44205555555555,5.07,,omi01,Cen,HD 100261,11 31 46.07,-59 26 31.4,5.07,172.9419714,-59.44206384,1.01,-4.08,1.14,0.58,1.026, ,172.94195189,-59.44206107,990.09900990099,846.128775618859,-104.76172489422669,503.37572992133585
56250, ,100262,CP-58  3693 ,15820.0,4442.0,172.95337499999997,-59.51563888888888,5.12,,omi02,Cen,HD 100262,11 31 48.81,-59 30 56.3,5.12,172.95336415,-59.51564932,0.96,-6.59,0.67,0.58,0.432, ,172.95333258,-59.51564769,1041.6666666666667,890.8941966554967,-110.12403003834346,528.4407940518181
56280,X,100286,CD-28  8928B,15830.0,4443.0,173.06841666666665,-29.261361111111107,4.93,17.0, ,Crt,HD 100286,11 32 16.42,-29 15 40.9,4.93,173.06840611,-29.26137351,37.44,-20.32,144.4,1.15,0.54, ,173.0683495,-29.26102254,26.709401709401707,12.959979305446884,-1.5755788941994404,23.30125806098745
56343, ,100407,CD-31  9083 ,15845.0,4450.0,173.2510833333333,-31.85752777777777,3.54,,ksi,Hya,HD 100407,11 33 00.26,-31 51 27.1,3.54,173.25107936,-31.85752405,25.23,-209.09,-41.6,0.83,0.947, ,173.25048102,-31.85762516,39.635354736424894,20.77493090730763,-2.45847680124898,33.66481074796877
56445, ,100563,BD+03  2521 ,15867.0,4455.0,173.59191666666663,3.0604166666666663,5.76,89.0, ,Leo,HD 100563,11 34 22.06,+03 03 37.5,5.76,173.59189996,3.060415,37.65,-181.62,-102.66,0.86,0.48, ,173.59145789,3.06016548,26.56042496679947,-1.4091736308678067,0.15826546030586838,26.522544299880536
56473, ,100600,BD+17  2374 ,15874.0,4456.0,173.67708333333331,16.796916666666664,5.95,90.0, ,Leo,HD 100600,11 34 42.50,+16 47 48.9,5.95,173.67707018,16.79691629,1.64,-8.78,-0.55,1.18,-0.156, ,173.67704789,16.79691495,609.7560975609756,-175.1356144917786,19.40605798592422,583.7408842652911
56480, ,100673,CP-53  4637 ,15877.0,4460.0,173.6904583333333,-54.26413888888888,4.62,,A,Cen,HD 100673,11 34 45.71,-54 15 50.9,4.62,173.69046642,-54.26413167,7.04,-55.55,16.64,0.58,-0.077, ,173.69023525,-54.26409123,142.04545454545453,114.602455368827,-12.671546983393723,82.96155903494369
56518,X,100733,CD-46  7199 ,15886.0,4463.0,173.80566666666664,-47.37255555555555,5.64,,C01,Cen,HD 100733,11 35 13.36,-47 22 21.2,5.64,173.80565752,-47.37256106,5.0,-87.27,-7.7,0.72,1.682, ,173.80534431,-47.37257977,200.0,146.2954151646342,-15.878128447287748,135.44569590363054
56561, ,100841,CP-62  2127 ,15899.0,4467.0,173.94554166666666,-63.01983333333333,3.11,,lam,Cen,HD 100841,11 35 46.93,-63 01 11.4,3.11,173.94553448,-63.01982488,7.96,-33.84,-6.87,0.52,-0.044, ,173.94535319,-63.01984158,125.62814070351759,111.33075327453376,-11.808330704339896,56.99523171217609
